dataset,data_dim,seed,algorithm,depth,splits,leaves,accuracy,coverage,density,f_score,training_time,avg_active_feature_count,feature_utilisation_ratio,tree_level_sparsity_index,composite_interpretability_score
barbell_2d,2,25,randcart,1,1,2,0.8366,0.0,,,0.0567562580108642,0.0,0.0,,
barbell_2d,2,25,oc1,1,1,2,0.8366,0.0,,,25.70976734161377,0.0,0.0,,
barbell_2d,2,25,wodt,1,0,1,0.8366,1.0,0.1634,0.2809008079766202,0.000986099243164,0.0,0.0,,
barbell_2d,2,25,hhcart,2,3,4,0.8366,0.0,,,0.0088064670562744,2.0,1.0,0.0,
barbell_2d,2,25,randcart,2,3,4,0.8366,0.0,,,0.0044398307800292,2.0,1.0,0.0,
barbell_2d,2,25,oc1,2,2,3,0.8366,0.0,,,36.96362662315369,2.0,1.0,0.0,
barbell_2d,2,25,wodt,2,1,2,0.8366,0.0,,,0.0820643901824951,0.0,0.0,,
barbell_2d,2,25,hhcart,3,4,5,0.8366,0.0,,,0.0150344371795654,2.0,1.0,0.0,
barbell_2d,2,25,randcart,3,7,8,0.8366,0.0,,,0.0072932243347167,2.0,1.0,0.0,
barbell_2d,2,25,oc1,3,3,4,0.8366,0.0,,,52.86010336875916,2.0,1.0,0.0,
barbell_2d,2,25,wodt,3,2,3,0.8366,0.0,,,0.1121487617492675,2.0,1.0,0.0,
barbell_2d,2,25,hhcart,4,5,6,0.8366,0.0,,,0.0164740085601806,2.0,1.0,0.0,
barbell_2d,2,25,randcart,4,11,12,0.8692,0.5250917992656059,0.6172661870503597,0.5674603174603176,0.0091960430145263,2.0,1.0,0.0,
barbell_2d,2,25,oc1,4,6,7,0.9302,0.9155446756425948,0.7276264591439688,0.810840108401084,44.6530327796936,2.0,1.0,0.0,
barbell_2d,2,25,wodt,4,4,5,0.8366,0.0,,,0.1562607288360595,2.0,1.0,0.0,
barbell_2d,2,25,hhcart,5,7,8,0.843,0.1505507955936352,0.5747663551401869,0.2386032977691561,0.0186967849731445,2.0,1.0,0.0,
barbell_2d,2,25,randcart,5,21,22,0.918,0.7319461444308446,0.7579214195183777,0.7447073474470736,0.0138239860534667,2.0,1.0,0.0,
barbell_2d,2,25,oc1,5,9,10,0.931,0.9167686658506732,0.7300194931773879,0.8128052088985349,45.97411394119263,2.0,1.0,0.0,
barbell_2d,2,25,wodt,5,7,8,0.8008,0.5997552019583844,0.4227782571182053,0.4959514170040485,0.2009358406066894,2.0,1.0,0.0,
barbell_2d,2,25,hhcart,6,9,10,0.8468,0.1505507955936352,0.6307692307692307,0.2430830039525691,0.0213901996612548,2.0,1.0,0.0,
barbell_2d,2,25,randcart,6,39,40,0.9508,0.8665850673194615,0.8378698224852071,0.851985559566787,0.0202651023864746,2.0,1.0,0.0,
barbell_2d,2,25,oc1,6,11,12,0.952,0.7906976744186046,0.9034965034965036,0.8433420365535248,46.58787488937378,2.0,1.0,0.0,
barbell_2d,2,25,wodt,6,9,10,0.7412,0.9755201958384332,0.3848382423949782,0.5519390581717452,0.232475996017456,2.0,1.0,0.0,
barbell_2d,2,25,hhcart,7,10,11,0.8568,0.2215422276621787,0.6934865900383141,0.3358070500927643,0.0239496231079101,2.0,1.0,0.0,
barbell_2d,2,25,randcart,7,45,46,0.9652,0.9228886168910648,0.8716763005780347,0.8965517241379309,0.0215194225311279,2.0,1.0,0.0,
barbell_2d,2,25,oc1,7,16,17,0.9648,0.8494492044063647,0.92904953145917,0.8874680306905371,46.63802766799927,2.0,1.0,0.0,
barbell_2d,2,25,wodt,7,9,10,0.552,0.9938800489596084,0.2664916311125697,0.4202898550724637,0.3093008995056152,2.0,1.0,0.0,
barbell_2d,2,25,hhcart,8,11,12,0.8568,0.2215422276621787,0.6934865900383141,0.3358070500927643,0.0250537395477294,2.0,1.0,0.0,
barbell_2d,2,25,randcart,8,78,79,0.9774,0.9057527539779682,0.9536082474226804,0.9290646578782172,0.032848834991455,2.0,1.0,0.0,
barbell_2d,2,25,oc1,8,20,21,0.9708,0.8445532435740514,0.9732016925246828,0.9043250327653998,47.15025973320007,2.0,1.0,0.0,
barbell_2d,2,25,wodt,8,29,30,0.7246,0.99265605875153,0.3716773602199816,0.5408469489829943,0.4236438274383545,2.0,1.0,0.0,
barbell_2d,2,25,hhcart,9,11,12,0.8568,0.2215422276621787,0.6934865900383141,0.3358070500927643,0.0257599353790283,2.0,1.0,0.0,
barbell_2d,2,25,randcart,9,114,115,0.9836,0.95593635250918,0.9443772672309552,0.9501216545012164,0.0434827804565429,2.0,1.0,0.0,
barbell_2d,2,25,oc1,9,20,21,0.974,0.9082007343941249,0.93099121706399,0.919454770755886,46.7017970085144,2.0,1.0,0.0,
barbell_2d,2,25,wodt,9,13,14,0.8874,0.4541003671970624,0.7602459016393442,0.5685823754789272,0.2855522632598877,2.0,1.0,0.0,
barbell_2d,2,25,hhcart,10,11,12,0.8568,0.2215422276621787,0.6934865900383141,0.3358070500927643,0.0258119106292724,2.0,1.0,0.0,
barbell_2d,2,25,randcart,10,147,148,0.9888,0.9657282741738066,0.9657282741738066,0.9657282741738066,0.053276777267456,2.0,1.0,0.0,
barbell_2d,2,25,oc1,10,31,32,0.9798,0.9143206854345164,0.9601542416452442,0.9366771159874608,47.22954201698303,2.0,1.0,0.0,
barbell_2d,2,25,wodt,10,42,43,0.8116,0.9302325581395348,0.4620060790273556,0.6173842404549148,0.4155466556549072,2.0,1.0,0.0,
barbell_2d,2,25,hhcart,11,11,12,0.8568,0.2215422276621787,0.6934865900383141,0.3358070500927643,0.0258383750915527,2.0,1.0,0.0,
barbell_2d,2,25,randcart,11,136,137,0.9906,0.9681762545899631,0.9741379310344828,0.971147943523634,0.0541732311248779,2.0,1.0,0.0,
barbell_2d,2,25,oc1,11,38,39,0.985,0.9388004895960832,0.9684343434343434,0.9533871970167804,47.39788889884949,2.0,1.0,0.0,
barbell_2d,2,25,wodt,11,45,46,0.7748,0.8188494492044064,0.4061930783242258,0.5430194805194806,0.4152240753173828,2.0,1.0,0.0,
barbell_2d,2,25,hhcart,12,11,12,0.8568,0.2215422276621787,0.6934865900383141,0.3358070500927643,0.0250911712646484,2.0,1.0,0.0,
barbell_2d,2,25,randcart,12,138,139,0.9914,0.966952264381885,0.98014888337469,0.973505853357979,0.0580265522003173,2.0,1.0,0.0,
barbell_2d,2,25,oc1,12,32,33,0.9816,0.9241126070991432,0.961783439490446,0.9425717852684146,46.886136293411255,2.0,1.0,0.0,
barbell_2d,2,25,wodt,12,56,57,0.5498,0.9608323133414932,0.2613182423435419,0.410887202303062,0.5373256206512451,2.0,1.0,0.0,
barbell_2d,2,25,hhcart,13,11,12,0.8568,0.2215422276621787,0.6934865900383141,0.3358070500927643,0.0257015228271484,2.0,1.0,0.0,
barbell_2d,2,25,randcart,13,144,145,0.9906,0.9620563035495716,0.9800498753117208,0.9709697344039532,0.0591607093811035,2.0,1.0,0.0,
barbell_2d,2,25,oc1,13,37,38,0.9832,0.9290085679314566,0.9668789808917198,0.9475655430711613,51.7654013633728,1.0,0.5,0.5,1.0
barbell_2d,2,25,wodt,13,67,68,0.7792,0.920440636474908,0.4198771635957565,0.5766871165644173,0.502770185470581,2.0,1.0,0.0,
barbell_2d,2,25,hhcart,14,11,12,0.8568,0.2215422276621787,0.6934865900383141,0.3358070500927643,0.0256195068359375,2.0,1.0,0.0,
barbell_2d,2,25,randcart,14,146,147,0.9914,0.9681762545899631,0.978960396039604,0.9735384615384616,0.0585999488830566,2.0,1.0,0.0,
barbell_2d,2,25,oc1,14,36,37,0.9836,0.9228886168910648,0.9754204398447608,0.9484276729559749,46.961726665496826,2.0,1.0,0.0,
barbell_2d,2,25,wodt,14,89,90,0.9514,0.9314565483476132,0.8027426160337553,0.8623229461756374,0.587665319442749,2.0,1.0,0.0,
barbell_2d,2,25,hhcart,15,11,12,0.8568,0.2215422276621787,0.6934865900383141,0.3358070500927643,0.0255889892578125,2.0,1.0,0.0,
barbell_2d,2,25,randcart,15,142,143,0.9914,0.9694002447980417,0.9777777777777776,0.9735709895513214,0.0578827857971191,2.0,1.0,0.0,
barbell_2d,2,25,oc1,15,37,38,0.9834,0.9216646266829864,0.9753886010362696,0.947765890497168,47.08157706260681,2.0,1.0,0.0,
barbell_2d,2,25,wodt,15,109,110,0.7828,0.9082007343941249,0.4232743867655448,0.577431906614786,0.6178576946258545,2.0,1.0,0.0,
barbell_2d,2,47,hhcart,0,0,1,0.8366,1.0,0.1634,0.2809008079766202,1.4543533325195312e-05,0.0,0.0,,
barbell_2d,2,47,randcart,0,0,1,0.8366,1.0,0.1634,0.2809008079766202,1.2636184692382812e-05,0.0,0.0,,
barbell_2d,2,47,oc1,0,0,1,0.8366,1.0,0.1634,0.2809008079766202,0.0006453990936279,0.0,0.0,,
barbell_2d,2,47,wodt,0,0,1,0.8366,1.0,0.1634,0.2809008079766202,0.0010583400726318,0.0,0.0,,
barbell_2d,2,47,hhcart,1,1,2,0.8366,0.0,,,0.0753281116485595,0.0,0.0,,
barbell_2d,2,47,randcart,1,1,2,0.8366,0.0,,,0.1167414188385009,0.0,0.0,,
barbell_2d,2,47,oc1,1,1,2,0.8366,0.0,,,25.71042823791504,0.0,0.0,,
barbell_2d,2,47,wodt,1,0,1,0.8366,1.0,0.1634,0.2809008079766202,0.0010063648223876,0.0,0.0,,
barbell_2d,2,47,hhcart,2,3,4,0.8366,0.0,,,0.008796215057373,2.0,1.0,0.0,
barbell_2d,2,47,randcart,2,3,4,0.8366,0.0,,,0.0045862197875976,2.0,1.0,0.0,
barbell_2d,2,47,oc1,2,2,3,0.8366,0.0,,,36.94168305397034,2.0,1.0,0.0,
barbell_2d,2,47,wodt,2,1,2,0.8366,0.0,,,0.0704693794250488,0.0,0.0,,
barbell_2d,2,47,hhcart,3,4,5,0.8366,0.0,,,0.0148055553436279,2.0,1.0,0.0,
barbell_2d,2,47,randcart,3,6,7,0.846,0.4039167686658507,0.5383360522022839,0.4615384615384615,0.0065789222717285,2.0,1.0,0.0,
barbell_2d,2,47,oc1,3,4,5,0.8854,0.7380660954712362,0.6268191268191268,0.6779089376053962,43.34293174743652,2.0,1.0,0.0,
barbell_2d,2,47,wodt,3,3,4,0.8366,0.0,,,0.1400341987609863,2.0,1.0,0.0,
barbell_2d,2,47,hhcart,4,5,6,0.8366,0.0,,,0.0164997577667236,2.0,1.0,0.0,
barbell_2d,2,47,randcart,4,13,14,0.8726,0.5458996328029376,0.6264044943820225,0.5833878351863964,0.010740041732788,2.0,1.0,0.0,
barbell_2d,2,47,oc1,4,6,7,0.9302,0.9155446756425948,0.7276264591439688,0.810840108401084,44.83605813980103,2.0,1.0,0.0,
barbell_2d,2,47,wodt,4,4,5,0.8366,0.0,,,0.1917355060577392,2.0,1.0,0.0,
barbell_2d,2,47,hhcart,5,7,8,0.843,0.1505507955936352,0.5747663551401869,0.2386032977691561,0.0181860923767089,2.0,1.0,0.0,
barbell_2d,2,47,randcart,5,19,20,0.9084,0.6352509179926561,0.7643593519882179,0.6938502673796791,0.0124435424804687,2.0,1.0,0.0,
barbell_2d,2,47,oc1,5,9,10,0.931,0.9167686658506732,0.7300194931773879,0.8128052088985349,46.27480363845825,2.0,1.0,0.0,
barbell_2d,2,47,wodt,5,12,13,0.6242,0.9228886168910648,0.2933852140077821,0.4452317685267198,0.2506134510040283,2.0,1.0,0.0,
barbell_2d,2,47,hhcart,6,9,10,0.8468,0.1505507955936352,0.6307692307692307,0.2430830039525691,0.0217280387878417,2.0,1.0,0.0,
barbell_2d,2,47,randcart,6,34,35,0.9424,0.7454100367197063,0.8838896952104499,0.8087649402390439,0.0186378955841064,2.0,1.0,0.0,
barbell_2d,2,47,oc1,6,10,11,0.9536,0.7772337821297429,0.927007299270073,0.8455392809587218,46.10405850410461,2.0,1.0,0.0,
barbell_2d,2,47,wodt,6,7,8,0.887,0.3916768665850673,0.8247422680412371,0.5311203319502075,0.2006514072418213,2.0,1.0,0.0,
barbell_2d,2,47,hhcart,7,10,11,0.8568,0.2215422276621787,0.6934865900383141,0.3358070500927643,0.0242903232574462,2.0,1.0,0.0,
barbell_2d,2,47,randcart,7,47,48,0.9492,0.813953488372093,0.8670143415906127,0.8396464646464646,0.0212655067443847,2.0,1.0,0.0,
barbell_2d,2,47,oc1,7,16,17,0.9648,0.8494492044063647,0.92904953145917,0.8874680306905371,46.7739622592926,2.0,1.0,0.0,
barbell_2d,2,47,wodt,7,10,11,0.7862,0.758873929008568,0.4155495978552279,0.5370290168904287,0.2533676624298095,2.0,1.0,0.0,
barbell_2d,2,47,hhcart,8,11,12,0.8568,0.2215422276621787,0.6934865900383141,0.3358070500927643,0.0247066020965576,2.0,1.0,0.0,
barbell_2d,2,47,randcart,8,79,80,0.9772,0.8922888616891065,0.9655629139072848,0.9274809160305344,0.0339758396148681,2.0,1.0,0.0,
barbell_2d,2,47,oc1,8,15,16,0.9684,0.835985312117503,0.966053748231966,0.8963254593175852,46.71107411384583,2.0,1.0,0.0,
barbell_2d,2,47,wodt,8,21,22,0.8662,0.784577723378213,0.5652557319223986,0.6570989236289082,0.3171439170837402,2.0,1.0,0.0,
barbell_2d,2,47,hhcart,9,11,12,0.8568,0.2215422276621787,0.6934865900383141,0.3358070500927643,0.02614426612854,2.0,1.0,0.0,
barbell_2d,2,47,randcart,9,102,103,0.9862,0.95593635250918,0.9594594594594594,0.9576946658491724,0.0431945323944091,2.0,1.0,0.0,
barbell_2d,2,47,oc1,9,27,28,0.9774,0.9228886168910648,0.9378109452736318,0.9302899444787168,47.26829552650452,2.0,1.0,0.0,
barbell_2d,2,47,wodt,9,16,17,0.7064,0.7356181150550796,0.3243389098758769,0.450187265917603,0.3236203193664551,2.0,1.0,0.0,
barbell_2d,2,47,hhcart,10,11,12,0.8568,0.2215422276621787,0.6934865900383141,0.3358070500927643,0.0252721309661865,2.0,1.0,0.0,
barbell_2d,2,47,randcart,10,129,130,0.9914,0.96328029375765,0.98375,0.9734075448361162,0.0487089157104492,2.0,1.0,0.0,
barbell_2d,2,47,oc1,10,26,27,0.9766,0.9008567931456548,0.9533678756476685,0.9263687853996224,46.688164710998535,2.0,1.0,0.0,
barbell_2d,2,47,wodt,10,26,27,0.9478,0.8396572827417381,0.8406862745098039,0.8401714635639926,0.3886971473693847,2.0,1.0,0.0,
barbell_2d,2,47,hhcart,11,11,12,0.8568,0.2215422276621787,0.6934865900383141,0.3358070500927643,0.0247013568878173,2.0,1.0,0.0,
barbell_2d,2,47,randcart,11,147,148,0.9908,0.9645042839657284,0.9788819875776398,0.9716399506781752,0.0583539009094238,2.0,1.0,0.0,
barbell_2d,2,47,oc1,11,36,37,0.9848,0.9375764993880048,0.968394437420986,0.9527363184079602,47.26476240158081,2.0,1.0,0.0,
barbell_2d,2,47,wodt,11,52,53,0.7498,0.8947368421052632,0.385548523206751,0.5388868411352746,0.4617764949798584,2.0,1.0,0.0,
barbell_2d,2,47,hhcart,12,11,12,0.8568,0.2215422276621787,0.6934865900383141,0.3358070500927643,0.0252394676208496,2.0,1.0,0.0,
barbell_2d,2,47,randcart,12,150,151,0.9906,0.9681762545899631,0.9741379310344828,0.971147943523634,0.0607016086578369,2.0,1.0,0.0,
barbell_2d,2,47,oc1,12,32,33,0.9824,0.9265605875153,0.9643312101910828,0.945068664169788,46.71465516090393,2.0,1.0,0.0,
barbell_2d,2,47,wodt,12,54,55,0.898,0.8592411260709915,0.6399270738377393,0.7335423197492162,0.5250060558319092,2.0,1.0,0.0,
barbell_2d,2,47,hhcart,13,11,12,0.8568,0.2215422276621787,0.6934865900383141,0.3358070500927643,0.0252254009246826,2.0,1.0,0.0,
barbell_2d,2,47,randcart,13,141,142,0.99,0.96328029375765,0.9752168525402726,0.9692118226600984,0.0590448379516601,2.0,1.0,0.0,
barbell_2d,2,47,oc1,13,35,36,0.9832,0.9241126070991432,0.9716859716859716,0.9473023839397742,46.92614936828613,2.0,1.0,0.0,
barbell_2d,2,47,wodt,13,76,77,0.944,0.8543451652386781,0.8125727590221188,0.8329355608591885,0.5346536636352539,2.0,1.0,0.0,
barbell_2d,2,47,hhcart,14,11,12,0.8568,0.2215422276621787,0.6934865900383141,0.3358070500927643,0.025646686553955,2.0,1.0,0.0,
barbell_2d,2,47,randcart,14,159,160,0.9898,0.9694002447980417,0.9682151589242054,0.9688073394495412,0.0641148090362548,2.0,1.0,0.0,
barbell_2d,2,47,oc1,14,33,34,0.9808,0.9167686658506732,0.963963963963964,0.9397741530740276,51.02078056335449,1.0,0.5,0.5,1.0
barbell_2d,2,47,wodt,14,76,77,0.934,0.9082007343941249,0.7442326980942828,0.8180815876515988,0.554232120513916,2.0,1.0,0.0,
barbell_2d,2,47,hhcart,15,11,12,0.8568,0.2215422276621787,0.6934865900383141,0.3358070500927643,0.0250353813171386,2.0,1.0,0.0,
barbell_2d,2,47,randcart,15,148,149,0.9906,0.9791921664626684,0.963855421686747,0.9714632665452336,0.059138536453247,2.0,1.0,0.0,
barbell_2d,2,47,oc1,15,35,36,0.984,0.9265605875153,0.9742599742599742,0.9498117942283564,46.85290336608887,2.0,1.0,0.0,
barbell_2d,2,47,wodt,15,64,65,0.6186,0.9094247246022032,0.2884316770186335,0.4379605069260242,0.7215869426727295,2.0,1.0,0.0,
barbell_3d,3,1,hhcart,0,0,1,0.859,1.0,0.141,0.2471516213847502,1.2874603271484377e-05,0.0,0.0,,
barbell_3d,3,1,randcart,0,0,1,0.859,1.0,0.141,0.2471516213847502,1.0967254638671877e-05,0.0,0.0,,
barbell_3d,3,1,oc1,0,0,1,0.859,1.0,0.141,0.2471516213847502,0.0007297992706298,0.0,0.0,,
barbell_3d,3,1,wodt,0,0,1,0.859,1.0,0.141,0.2471516213847502,0.0018446445465087,0.0,0.0,,
barbell_3d,3,1,hhcart,1,1,2,0.859,0.0,,,0.0121970176696777,0.0,0.0,,
barbell_3d,3,1,randcart,1,1,2,0.859,0.0,,,0.0055007934570312,0.0,0.0,,
barbell_3d,3,1,oc1,1,1,2,0.859,0.0,,,112.14045476913452,0.0,0.0,,
barbell_3d,3,1,wodt,1,0,1,0.859,1.0,0.141,0.2471516213847502,0.0018489360809326,0.0,0.0,,
barbell_3d,3,1,hhcart,2,3,4,0.859,0.0,,,0.0219879150390625,3.0,1.0,0.0,
barbell_3d,3,1,randcart,2,3,4,0.859,0.0,,,0.0109243392944335,3.0,1.0,0.0,
barbell_3d,3,1,oc1,2,2,3,0.859,0.0,,,166.52353644371033,3.0,1.0,0.0,
barbell_3d,3,1,wodt,2,1,2,0.859,0.0,,,0.1264839172363281,0.0,0.0,,
barbell_3d,3,1,hhcart,3,7,8,0.859,0.0,,,0.0330288410186767,3.0,1.0,0.0,
barbell_3d,3,1,randcart,3,7,8,0.8591,0.425531914893617,0.5004170141784821,0.4599463395937141,0.0173099040985107,3.0,1.0,0.0,
barbell_3d,3,1,oc1,3,3,4,0.8708,0.3063829787234042,0.579088471849866,0.4007421150278293,199.62465715408325,2.0,0.6666666666666666,0.3333333333333333,2.0
barbell_3d,3,1,wodt,3,2,3,0.859,0.0,,,0.1609251499176025,3.0,1.0,0.0,
barbell_3d,3,1,hhcart,4,12,13,0.8653,0.2801418439716312,0.5433287482806052,0.3696771174543753,0.0470001697540283,3.0,1.0,0.0,
barbell_3d,3,1,randcart,4,13,14,0.8905,0.524822695035461,0.6351931330472103,0.574757281553398,0.0221645832061767,3.0,1.0,0.0,
barbell_3d,3,1,oc1,4,7,8,0.8943,0.825531914893617,0.5893670886075949,0.6877400295420975,219.35893559455872,3.0,1.0,0.0,
barbell_3d,3,1,wodt,4,6,7,0.859,0.0,,,0.3332040309906006,3.0,1.0,0.0,
barbell_3d,3,1,hhcart,5,17,18,0.8653,0.2801418439716312,0.5433287482806052,0.3696771174543753,0.0608572959899902,3.0,1.0,0.0,
barbell_3d,3,1,randcart,5,22,23,0.8858,0.4156028368794326,0.6482300884955752,0.5064822817631807,0.0281679630279541,3.0,1.0,0.0,
barbell_3d,3,1,oc1,5,10,11,0.886,0.3886524822695035,0.6634382566585957,0.4901610017889087,249.5571711063385,2.0,0.6666666666666666,0.3333333333333333,2.0
barbell_3d,3,1,wodt,5,13,14,0.7521,0.001418439716312,0.0018639328984156,0.0016109544905356,0.5034623146057129,3.0,1.0,0.0,
barbell_3d,3,1,hhcart,6,24,25,0.8708,0.3695035460992907,0.5638528138528138,0.4464438731790916,0.0713262557983398,3.0,1.0,0.0,
barbell_3d,3,1,randcart,6,36,37,0.9094,0.6758865248226951,0.6797432239657631,0.677809388335704,0.0352101325988769,3.0,1.0,0.0,
barbell_3d,3,1,oc1,6,13,14,0.9345,0.8127659574468085,0.745608327911516,0.7777400746521888,237.23781394958496,2.0,0.6666666666666666,0.3333333333333333,2.0
barbell_3d,3,1,wodt,6,20,21,0.8485,0.0,0.0,0.0,0.6646842956542969,3.0,1.0,0.0,
barbell_3d,3,1,hhcart,7,31,32,0.8785,0.2737588652482269,0.6689774696707106,0.3885254151987921,0.085968017578125,3.0,1.0,0.0,
barbell_3d,3,1,randcart,7,66,67,0.9364,0.725531914893617,0.8042452830188679,0.7628635346756152,0.0530164241790771,3.0,1.0,0.0,
barbell_3d,3,1,oc1,7,28,29,0.937,0.6780141843971631,0.8445229681978799,0.7521636506687647,212.3233847618103,3.0,1.0,0.0,
barbell_3d,3,1,wodt,7,36,37,0.8349,0.200709219858156,0.3506815365551425,0.255299954894001,0.7357954978942871,3.0,1.0,0.0,
barbell_3d,3,1,hhcart,8,40,41,0.8791,0.2886524822695035,0.6639477977161501,0.4023727137913989,0.0970804691314697,3.0,1.0,0.0,
barbell_3d,3,1,randcart,8,105,106,0.9484,0.8028368794326242,0.8262773722627738,0.8143884892086333,0.0630292892456054,3.0,1.0,0.0,
barbell_3d,3,1,oc1,8,38,39,0.9533,0.8992907801418439,0.7959824231010671,0.8444888444888444,233.88215279579163,3.0,1.0,0.0,
barbell_3d,3,1,wodt,8,32,33,0.81,0.3120567375886525,0.3211678832116788,0.316546762589928,0.8572673797607422,3.0,1.0,0.0,
barbell_3d,3,1,hhcart,9,48,49,0.8812,0.2943262411347517,0.6825657894736842,0.4112983151635282,0.1077156066894531,3.0,1.0,0.0,
barbell_3d,3,1,randcart,9,163,164,0.9662,0.9,0.8656207366984994,0.8824756606397776,0.0832514762878418,3.0,1.0,0.0,
barbell_3d,3,1,oc1,9,42,43,0.964,0.8460992907801419,0.8929640718562875,0.8689002184996358,208.27163529396057,2.5,0.8333333333333333,0.1666666666666666,2.5000000000000018
barbell_3d,3,1,wodt,9,52,53,0.7164,0.2659574468085106,0.1723345588235294,0.2091466815393195,0.8129229545593262,3.0,1.0,0.0,
barbell_3d,3,1,hhcart,10,57,58,0.8828,0.2907801418439716,0.7044673539518901,0.4116465863453815,0.1187338829040527,3.0,1.0,0.0,
barbell_3d,3,1,randcart,10,260,261,0.9744,0.8886524822695036,0.926775147928994,0.9073135409123824,0.1163516044616699,3.0,1.0,0.0,
barbell_3d,3,1,oc1,10,51,52,0.964,0.8347517730496454,0.90260736196319,0.8673544583640382,226.9536907672882,2.0,0.6666666666666666,0.3333333333333333,2.0
barbell_3d,3,1,wodt,10,45,46,0.7347,0.1617021276595744,0.1341965862271924,0.1466709552910904,0.7439861297607422,3.0,1.0,0.0,
barbell_3d,3,1,hhcart,11,70,71,0.8839,0.3042553191489361,0.7044334975369458,0.424962852897474,0.1329162120819091,3.0,1.0,0.0,
barbell_3d,3,1,randcart,11,395,396,0.9818,0.925531914893617,0.9442836468885673,0.934813753581662,0.1639792919158935,3.0,1.0,0.0,
barbell_3d,3,1,oc1,11,68,69,0.9729,0.8609929078014185,0.9418153607447634,0.8995924416450537,234.86855936050412,3.0,1.0,0.0,
barbell_3d,3,1,wodt,11,71,72,0.6618,0.0106382978723404,0.0074925074925074,0.0087924970691676,0.9874534606933594,3.0,1.0,0.0,
barbell_3d,3,1,hhcart,12,79,80,0.8844,0.3021276595744681,0.7123745819397993,0.4243027888446214,0.1514933109283447,3.0,1.0,0.0,
barbell_3d,3,1,randcart,12,365,366,0.9858,0.946808510638298,0.9522111269614836,0.94950213371266,0.1693062782287597,3.0,1.0,0.0,
barbell_3d,3,1,oc1,12,71,72,0.9745,0.8609929078014185,0.9536527886881384,0.9049571375326128,229.7723922729492,2.0,0.6666666666666666,0.3333333333333333,2.0
barbell_3d,3,1,wodt,12,76,77,0.7746,0.1723404255319149,0.1827067669172932,0.1773722627737226,0.9754681587219238,3.0,1.0,0.0,
barbell_3d,3,1,hhcart,13,80,81,0.8844,0.300709219858156,0.7138047138047138,0.4231536926147705,0.1628267765045166,3.0,1.0,0.0,
barbell_3d,3,1,randcart,13,367,368,0.9856,0.9418439716312056,0.9553956834532374,0.9485714285714288,0.174952745437622,3.0,1.0,0.0,
barbell_3d,3,1,oc1,13,98,99,0.9815,0.900709219858156,0.9657794676806084,0.9321100917431192,232.9051959514618,2.0,0.6666666666666666,0.3333333333333333,2.0
barbell_3d,3,1,wodt,13,113,114,0.6108,0.2914893617021276,0.1243946731234866,0.1743742044972422,1.1929023265838623,3.0,1.0,0.0,
barbell_3d,3,1,hhcart,14,80,81,0.8844,0.300709219858156,0.7138047138047138,0.4231536926147705,0.1587448120117187,3.0,1.0,0.0,
barbell_3d,3,1,randcart,14,379,380,0.9842,0.9347517730496454,0.9523121387283237,0.9434502505368648,0.1830739974975586,3.0,1.0,0.0,
barbell_3d,3,1,oc1,14,106,107,0.9826,0.9120567375886524,0.9625748502994012,0.9366351056081572,244.39055967330933,3.0,1.0,0.0,
barbell_3d,3,1,wodt,14,147,148,0.7651,0.0964539007092198,0.1123038810900082,0.1037771842808088,1.3149082660675049,3.0,1.0,0.0,
barbell_3d,3,1,hhcart,15,80,81,0.8844,0.300709219858156,0.7138047138047138,0.4231536926147705,0.1676416397094726,3.0,1.0,0.0,
barbell_3d,3,1,randcart,15,399,400,0.9833,0.9276595744680852,0.9526584122359796,0.9399928135106,0.1898164749145507,3.0,1.0,0.0,
barbell_3d,3,1,oc1,15,88,89,0.9802,0.8936170212765957,0.963302752293578,0.9271523178807948,235.3472373485565,3.0,1.0,0.0,
barbell_3d,3,1,wodt,15,170,171,0.7909,0.451063829787234,0.325652841781874,0.3782337198929527,1.4204580783843994,3.0,1.0,0.0,
barbell_3d,3,8,hhcart,0,0,1,0.859,1.0,0.141,0.2471516213847502,1.4066696166992188e-05,0.0,0.0,,
barbell_3d,3,8,randcart,0,0,1,0.859,1.0,0.141,0.2471516213847502,1.239776611328125e-05,0.0,0.0,,
barbell_3d,3,8,oc1,0,0,1,0.859,1.0,0.141,0.2471516213847502,0.000687837600708,0.0,0.0,,
barbell_3d,3,8,wodt,0,0,1,0.859,1.0,0.141,0.2471516213847502,0.001871109008789,0.0,0.0,,
barbell_3d,3,8,hhcart,1,1,2,0.859,0.0,,,0.0103025436401367,0.0,0.0,,
barbell_3d,3,8,randcart,1,1,2,0.859,0.0,,,0.0066606998443603,0.0,0.0,,
barbell_3d,3,8,oc1,1,1,2,0.859,0.0,,,112.1010754108429,0.0,0.0,,
barbell_3d,3,8,wodt,1,0,1,0.859,1.0,0.141,0.2471516213847502,0.0018420219421386,0.0,0.0,,
barbell_3d,3,8,hhcart,2,3,4,0.859,0.0,,,0.0207655429840087,3.0,1.0,0.0,
barbell_3d,3,8,randcart,2,3,4,0.859,0.0,,,0.0117340087890625,3.0,1.0,0.0,
barbell_3d,3,8,oc1,2,2,3,0.859,0.0,,,176.85925340652466,3.0,1.0,0.0,
barbell_3d,3,8,wodt,2,1,2,0.859,0.0,,,0.2145659923553466,0.0,0.0,,
barbell_3d,3,8,hhcart,3,7,8,0.859,0.0,,,0.0338766574859619,3.0,1.0,0.0,
